Id,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,SoldTime
1203,RM,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Fa,Detchd,Unf,TA,TA,N,0,0,0,WD,Normal,50,50.0,6000,5,8,84,12,0.0,0,0,884,884,884,464,0,1348,1,0,1,0,3,1,5,1,49.0,1,216,0,0,208,0,0,0,0,5,2009,117000,2009-05-01
1204,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,0,0,0,WD,Normal,20,75.0,9750,7,5,9,8,171.0,0,0,1630,1630,1630,0,0,1630,0,0,2,0,3,1,6,1,9.0,2,451,74,234,0,0,0,0,0,10,2009,213000,2009-10-01
1205,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Attchd,RFn,TA,TA,Y,0,MnPrv,0,WD,Normal,20,78.0,10140,5,6,31,31,0.0,788,0,268,1056,1074,0,0,1074,1,0,1,1,3,1,6,0,31.0,2,495,0,88,0,0,0,0,0,7,2006,153500,2006-07-01
1206,RL,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,Mn,ALQ,BLQ,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,20,90.0,14684,7,7,19,18,234.0,485,177,1496,2158,2196,0,0,2196,0,0,2,0,3,1,7,1,19.0,3,701,84,70,0,0,0,0,0,6,2009,271900,2009-06-01
1207,RH,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Detchd,Unf,TA,TA,Y,0,MnPrv,0,WD,Normal,20,0.0,8900,4,4,40,40,0.0,1056,0,0,1056,1056,0,0,1056,1,0,1,0,2,1,5,0,40.0,1,384,0,42,0,0,0,0,0,11,2006,107000,2006-11-01
1208,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,20,70.0,9135,6,5,3,3,120.0,340,0,1342,1682,1700,0,0,1700,1,0,2,0,3,1,7,0,3.0,2,544,192,23,0,0,0,0,0,5,2006,200000,2006-05-01
1209,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Rec,BLQ,GasA,TA,Y,SBrkr,TA,Typ,0,Detchd,Unf,TA,TA,Y,0,0,0,WD,Normal,20,70.0,7763,5,7,46,28,0.0,504,108,319,931,1283,0,0,1283,1,0,1,0,3,1,6,0,28.0,2,506,0,0,0,0,0,0,0,10,2008,140000,2008-10-01
1210,RL,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,0,0,0,New,Partial,20,85.0,10182,8,5,0,0,420.0,1220,0,440,1660,1660,0,0,1660,1,0,2,0,3,1,8,1,2020.0,2,500,322,50,0,0,0,0,0,5,2006,290000,2006-05-01
1211,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,0,GdPrv,Shed,WD,Normal,60,70.0,11218,6,5,18,18,0.0,0,0,1055,1055,1055,790,0,1845,0,0,2,1,3,1,8,1,18.0,2,462,635,104,0,0,0,0,400,5,2010,189000,2010-05-01
1212,RL,Pave,0,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,Wood,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,0,Basment,RFn,TA,TA,Y,0,0,0,WD,Normal,50,152.0,12134,8,7,22,5,0.0,427,0,132,559,1080,672,0,1752,0,0,2,0,4,1,8,0,22.0,2,492,325,12,0,0,0,0,0,6,2010,164000,2010-06-01
1213,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Attchd,Unf,TA,TA,N,0,0,0,WD,Normal,30,50.0,9340,4,6,68,59,0.0,344,0,328,672,672,0,0,672,1,0,1,0,2,1,4,0,68.0,1,234,0,113,0,0,0,0,0,8,2009,113000,2009-08-01
1214,RL,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,Gd,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Attchd,Unf,TA,TA,Y,0,0,0,WD,Normal,80,0.0,10246,4,9,41,5,0.0,648,0,0,648,960,0,0,960,1,1,0,0,0,1,3,0,41.0,1,364,88,0,0,0,0,0,0,5,2006,145000,2006-05-01
1215,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Attchd,Unf,TA,TA,Y,0,0,0,WD,Normal,85,69.0,10205,5,5,44,44,0.0,784,0,141,925,999,0,0,999,1,0,1,0,3,1,6,0,44.0,1,300,150,72,0,0,0,0,0,5,2006,134500,2006-05-01
1216,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,TA,Y,SBrkr,TA,Typ,0,Detchd,RFn,TA,TA,Y,0,MnPrv,0,WD,Normal,20,99.0,7094,5,5,41,41,0.0,180,374,340,894,894,0,0,894,0,0,1,0,3,1,5,0,41.0,1,384,0,0,0,0,0,0,0,5,2007,125000,2007-05-01
1217,RM,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,Slab,0,0,0,0,0,GasA,TA,Y,SBrkr,TA,Typ,0,Attchd,Unf,TA,TA,Y,0,0,0,WD,Normal,90,68.0,8930,6,5,32,32,0.0,0,0,0,0,1318,584,0,1902,0,0,2,0,4,2,8,0,32.0,2,539,0,0,0,0,0,0,0,4,2010,112000,2010-04-01
1218,FV,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,RFn,TA,TA,Y,0,0,0,New,Partial,20,72.0,8640,8,5,0,0,72.0,936,0,364,1300,1314,0,0,1314,1,0,2,0,3,1,6,0,2020.0,2,552,135,112,0,0,0,0,0,9,2009,229456,2009-09-01
1219,RM,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,Slab,0,0,0,0,0,GasA,Gd,N,SBrkr,TA,Typ,0,0,0,0,0,N,0,0,0,WD,Normal,50,52.0,6240,4,5,59,56,0.0,0,0,0,0,672,240,0,912,0,0,1,0,2,1,3,0,2006.0,0,0,0,0,0,0,0,0,0,7,2006,80500,2006-07-01
1220,RM,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,0,0,0,0,N,0,0,0,WD,Abnorml,160,21.0,1680,6,5,35,35,236.0,0,0,672,672,672,546,0,1218,0,0,1,1,3,1,7,0,2006.0,0,0,201,0,0,0,0,0,0,4,2006,91500,2006-04-01
1221,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,TA,Y,SBrkr,TA,Typ,0,Attchd,Unf,TA,TA,Y,0,0,0,WD,Abnorml,20,66.0,7800,5,5,42,42,0.0,312,600,0,912,912,0,0,912,0,0,1,0,2,1,5,0,42.0,1,288,0,0,0,0,0,0,0,11,2006,115000,2006-11-01
1222,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,0,0,0,WD,Normal,20,55.0,8250,5,5,40,40,0.0,250,492,210,952,1211,0,0,1211,0,0,1,0,3,1,5,1,40.0,1,322,0,63,0,0,0,0,0,8,2008,134000,2008-08-01
1223,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,0,GdWo,0,WD,Normal,50,78.0,10496,6,6,58,57,320.0,196,0,844,1040,1168,678,0,1846,0,0,2,0,3,1,7,1,58.0,1,315,0,0,0,0,0,0,0,1,2007,143000,2007-01-01
1224,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,Fa,No,LwQ,Unf,GasA,TA,N,FuseA,TA,Mod,0,Detchd,Unf,TA,TA,Y,0,MnPrv,0,WD,Normal,20,89.0,10680,5,3,55,55,44.0,756,0,1380,2136,2136,0,0,2136,0,0,2,0,4,1,7,0,55.0,2,528,0,30,0,0,0,0,0,10,2006,137900,2006-10-01
1225,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,0,0,0,WD,Normal,60,60.0,15384,7,5,4,3,0.0,724,0,64,788,788,702,0,1490,1,0,2,1,3,1,8,1,4.0,2,388,100,75,0,0,0,0,0,2,2008,184000,2008-02-01
1226,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,TA,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Attchd,RFn,TA,TA,Y,0,MnWw,0,WD,Normal,80,65.0,10482,6,8,49,49,63.0,507,0,81,588,1138,0,0,1138,0,1,1,0,3,1,6,0,49.0,1,264,224,0,0,0,0,0,0,6,2007,145000,2007-06-01
1227,RL,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,0,0,0,WD,Normal,60,86.0,14598,6,5,1,1,74.0,0,0,894,894,894,1039,0,1933,0,0,2,1,4,1,9,1,1.0,3,668,100,18,0,0,0,0,0,1,2008,214000,2008-01-01
1228,RL,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Detchd,Unf,TA,TA,Y,0,0,0,WD,Normal,20,72.0,8872,5,8,43,0,300.0,595,0,317,912,912,0,0,912,1,0,1,0,2,1,5,0,16.0,2,576,0,240,0,0,0,0,0,12,2008,147000,2008-12-01
1229,RL,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,0,0,0,New,Partial,120,65.0,8769,9,5,0,0,766.0,1540,0,162,1702,1702,0,0,1702,1,0,1,1,1,1,7,1,2020.0,3,1052,0,72,0,0,224,0,0,10,2008,367294,2008-10-01
1230,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,BrkFace,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Maj1,0,Basment,Unf,TA,TA,Y,0,GdWo,0,WD,Normal,80,70.0,7910,5,5,48,48,0.0,666,0,409,1075,1507,0,0,1507,0,0,2,0,4,1,7,0,48.0,1,404,0,0,0,0,0,0,0,8,2008,127000,2008-08-01
1231,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,Shed,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,GLQ,Rec,GasA,Ex,Y,SBrkr,TA,Typ,TA,BuiltIn,RFn,TA,TA,N,0,0,Gar2,WD,Normal,90,0.0,18890,5,5,30,30,1.0,498,211,652,1361,1361,1259,0,2620,0,0,2,2,4,2,12,1,30.0,2,600,155,24,145,0,0,0,8300,8,2007,190000,2007-08-01
1232,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Attchd,Unf,TA,TA,Y,0,GdWo,0,WD,Normal,90,70.0,7728,5,6,44,44,120.0,803,0,303,1106,1190,0,0,1190,1,0,1,0,3,1,6,0,44.0,2,540,0,18,0,0,0,0,0,5,2006,132500,2006-05-01
1233,RL,Pave,0,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,Slab,0,0,0,0,0,GasA,TA,Y,SBrkr,TA,Typ,0,CarPort,Unf,TA,TA,Y,0,0,0,WD,Normal,90,70.0,9842,4,5,45,45,0.0,0,0,0,0,1224,0,0,1224,0,0,2,0,2,2,6,0,45.0,2,462,0,0,0,0,0,0,0,3,2007,101800,2007-03-01
1234,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Fa,Y,SBrkr,TA,Typ,0,Attchd,RFn,TA,TA,Y,0,MnPrv,0,COD,Abnorml,20,0.0,12160,5,5,51,51,180.0,1000,0,188,1188,1188,0,0,1188,1,0,1,0,3,1,6,0,51.0,2,531,0,0,0,0,0,0,0,5,2010,142000,2010-05-01
1235,RH,Pave,0,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,Av,Unf,Unf,GasA,TA,N,FuseA,TA,Typ,0,0,0,0,0,N,0,0,0,WD,Abnorml,70,55.0,8525,5,6,97,58,0.0,0,0,940,940,1024,940,0,1964,0,0,1,1,4,1,7,0,2008.0,0,0,0,192,0,0,0,0,0,11,2008,130000,2008-11-01
1236,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Gd,TA,Mn,Unf,Unf,GasA,Gd,Y,FuseF,TA,Typ,0,Detchd,Unf,Fa,Fa,N,0,0,0,WD,Normal,70,96.0,13132,5,5,92,56,0.0,0,0,747,747,892,892,0,1784,0,0,1,1,4,1,9,0,92.0,1,180,203,40,0,0,0,0,0,7,2006,138887,2006-07-01
1237,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,Wd Shng,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,BuiltIn,RFn,TA,TA,Y,0,0,0,WD,Normal,160,36.0,2628,7,5,7,7,106.0,0,0,764,764,764,862,0,1626,0,0,2,1,2,1,6,0,7.0,2,474,0,27,0,0,0,0,0,6,2010,175500,2010-06-01
1238,RL,Pave,0,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,0,0,0,WD,Normal,60,41.0,12393,7,5,2,1,0.0,0,0,847,847,847,1101,0,1948,0,0,2,1,4,1,8,1,2.0,2,434,100,48,0,0,0,0,0,9,2006,195000,2006-09-01
1239,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Detchd,Unf,TA,TA,Y,0,0,0,WD,Abnorml,20,63.0,13072,6,5,1,1,0.0,0,0,1141,1141,1141,0,0,1141,0,0,1,1,3,1,6,0,1.0,2,484,0,0,0,0,0,0,0,3,2006,142500,2006-03-01
1240,RL,Pave,0,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,20,64.0,9037,8,5,1,1,32.0,428,0,1048,1476,1484,0,0,1484,0,0,2,0,2,1,6,1,1.0,2,472,120,33,0,0,0,0,0,12,2007,265900,2007-12-01
1241,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,60,65.0,8158,7,5,5,5,252.0,550,0,334,884,884,884,0,1768,1,0,2,1,3,1,8,0,5.0,2,543,0,63,0,0,0,0,0,7,2008,224900,2008-07-01
1242,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,RFn,TA,TA,Y,0,0,0,New,Partial,20,83.0,9849,7,6,0,0,0.0,0,0,1689,1689,1689,0,0,1689,0,0,2,0,3,1,7,0,2020.0,3,954,0,56,0,0,0,0,0,6,2007,248328,2007-06-01
1243,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,LwQ,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,0,MnPrv,0,WD,Family,85,85.0,10625,7,6,36,36,81.0,885,168,0,1053,1173,0,0,1173,1,0,2,0,3,1,6,2,36.0,2,528,0,120,0,0,0,0,0,1,2010,170000,2010-01-01
1244,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0,Ex,TA,PConc,Ex,Gd,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,0,0,0,New,Partial,20,107.0,13891,10,5,0,0,0.0,1386,0,690,2076,2076,0,0,2076,1,0,2,1,2,1,7,1,2020.0,3,850,216,229,0,0,0,0,0,9,2006,465000,2006-09-01
1245,RL,Pave,0,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,BrkFace,Stucco,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Fa,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,0,0,0,WD,Normal,70,0.0,11435,8,7,77,56,0.0,0,0,792,792,792,725,0,1517,0,0,1,0,3,1,7,2,75.0,2,400,0,0,0,0,0,0,0,6,2006,230000,2006-06-01
1246,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,0,0,0,WD,Abnorml,80,78.0,12090,6,7,23,4,74.0,0,0,585,585,1140,728,0,1868,0,0,3,1,3,1,7,1,23.0,2,477,268,112,0,0,147,0,0,1,2007,178000,2007-01-01
1247,FV,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,RFn,TA,TA,Y,0,0,0,New,Partial,60,65.0,8125,7,5,1,0,0.0,0,0,756,756,756,797,0,1553,0,0,2,1,3,1,6,0,1.0,2,615,0,45,0,0,0,0,0,3,2006,186500,2006-03-01
1248,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Attchd,Unf,TA,TA,Y,0,0,0,WD,Normal,80,0.0,12328,6,5,34,34,335.0,539,0,473,1012,1034,0,0,1034,1,0,1,0,3,1,6,0,34.0,3,888,0,0,0,0,0,0,0,5,2010,169900,2010-05-01
1249,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,BrkTil,Gd,TA,No,Rec,Unf,OthW,Fa,N,SBrkr,TA,Typ,Gd,Detchd,Unf,Fa,Fa,P,0,0,0,WD,Normal,75,60.0,9600,6,5,91,58,0.0,319,0,416,735,1134,924,0,2058,0,0,1,1,3,1,8,1,58.0,2,396,0,0,259,0,0,0,0,4,2008,129500,2008-04-01
1250,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,0,Attchd,Unf,TA,TA,Y,0,0,0,WD,Normal,20,60.0,7200,5,7,57,57,0.0,534,96,246,876,988,0,0,988,0,0,1,0,3,1,6,0,57.0,1,276,0,80,0,0,0,0,0,5,2007,119000,2007-05-01
1251,RL,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,TA,Attchd,Fin,TA,TA,Y,0,0,0,WD,Normal,20,93.0,11160,7,5,42,42,0.0,1065,0,1045,2110,2110,0,0,2110,1,0,2,1,3,1,8,2,42.0,2,522,0,0,0,0,0,0,0,4,2010,244000,2010-04-01
1252,RL,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,Wd Shng,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,120,0.0,3136,7,5,3,3,163.0,0,0,1405,1405,1405,0,0,1405,0,0,2,0,2,1,6,1,3.0,2,478,148,36,0,0,0,0,0,3,2006,171750,2006-03-01
1253,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Attchd,RFn,TA,TA,Y,0,GdWo,Shed,WD,Normal,20,62.0,9858,5,6,41,41,0.0,510,0,354,864,874,0,0,874,1,0,1,0,3,1,5,0,41.0,1,288,33,0,0,0,0,0,600,11,2009,130000,2009-11-01
